id,numero,date_debut,date_signature,date_fin,statut,departement,chemin_fichier,niveau_gravite_specifique_aep,ressource_aep_communique,regle_gestion,arrete_cadre.id,arrete_cadre.numero,arrete_cadre.date_debut,arrete_cadre.date_fin,arrete_cadre.chemin_fichier,zones_alerte.id,zones_alerte.type,zones_alerte.code,zones_alerte.nom,zones_alerte.niveau_gravite,zones_alerte.id_sandre,zones_alerte.communes
29627,45-2021-08-24-00003,2021-09-11,2021-09-10,2021-09-11,abroge,45,,null,null,undefined,,,,,,,,,,,,
29541,45-2021-09-10-00005,2021-09-11,2021-09-10,2021-10-12,abroge,45,,null,null,undefined,,,,,,"[7983,7743,7995,7982,7989,8000,7985,8003,7987,7747,7996,7742,7981,7986]","[""SUP"",""SOU"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SOU"",""SUP"",""SOU"",""SUP"",""SUP""]","[""24_45_04"",""24_45_005"",""24_45_16"",""24_45_03"",""24_45_10"",""24_45_21"",""24_45_06"",""24_45_24"",""24_45_08"",""24_45_009"",""24_45_17"",""24_45_004"",""24_45_02"",""24_45_07""]","[""Bassin de l'Aveyron (45)"",""Craie (Betz 45)"",""Bassins Loiret-Dhuy"",""Bassins Avenelle-Ethelin (45)"",""Bassin du Cosson (45)"",""Bassin du ru de Pont Chevron"",""Bassin du Bec d'Able"",""Bassins Trezee-Ousson (45)"",""Bassin du Beuvron (45)"",""Craie (Milleron 45)"",""Bassin du Milleron (45)"",""Craie (Aveyron 45)"",""Bassin de l'Ardoux (45)"",""Bassin du Betz (45)""]","[""alerte"",""alerte"",""crise"",""crise"",""crise"",""alerte_renforcee"",""alerte"",""crise"",""crise"",""crise"",""crise"",""alerte"",""crise"",""alerte""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29518,AP_2021_DDT_SEB_588,2021-09-13,2021-09-09,2021-09-19,abroge,86,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29518/210909_ap_2021_ddt_588_clain.pdf,null,null,undefined,,,,,,"[6333,6318,6359,6360,6337,6355,6319,6336,6357,6320,6354,6356,6335,6358,6343,6339]","[""SOU"",""SOU"",""SUP"",""SUP"",""SOU"",""SUP"",""SOU"",""SOU"",""SUP"",""SOU"",""SUP"",""SUP"",""SOU"",""SUP"",""SUP"",""SOU""]","[""54_86_25"",""54_86_11"",""54_86_8"",""54_86_9"",""54_86_5"",""54_86_4"",""54_86_12"",""54_86_4"",""54_86_6"",""54_86_13"",""54_86_3"",""54_86_5"",""54_86_3"",""54_86_7"",""54_86_10"",""54_86_7""]","[""ESOM Bassin_Clain_PETIT_CHEZ_DAUFFARD_Supra_&_FONTJOISE_Infra"",""Bassin_Clain_SARZEC_Supra"",""Bassin_Clain_Dive_du_Sud_NEUIL"",""Bassin_Clain_Pallu_PONT_SAINT_CYPRIEN"",""Bassin_Clain_CHARPRAIE_Supra"",""Bassin_Clain_Auxances_ROCHECOURBE"",""Bassin_Clain_VALLEE_MOREAU_Supra"",""Bassin_Clain_CHABOURNAY_PUZE_Supra"",""Bassin_Clain_Boivre_RIBALIERE"",""Bassin_Clain_VILLIERS_Supra"",""Bassin_Clain_Amont_PETIT_ALLIER"",""Bassin_Clain_Aval_PONT_SAINT_CYPRIEN"",""Bassin_Clain_CAGNOCHE_Supra"",""Bassin_Clain_Clouere_ROZEAU"",""Bassin_Clain_Vonne_PONT_DE_CLOUE"",""Bassin_Clain_LOURDINES_Supra""]","[""alerte"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte"",""alerte"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""crise"",""alerte""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29529,SEN/2021/09/13-140,2021-09-13,2021-09-13,2021-10-31,abroge,33,,null,null,undefined,,,,,,"[5538,5403,5525,5541,5574,5395,5447,5557,5458,5389,5434,5423,5565,5474,5492,5549,5560,5507,5505,5563,5568,5524,5489,5522,5534,5451,5433,5546,5407,5470,5540,5515,5468,5539,5445,5542,5513,5404,5497,5471,5559,5427,5550,5548,5441,5410,5435,5411,5543]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""72_33_812"",""72_33_549"",""72_33_959"",""72_33_978"",""72_33_936"",""72_33_557"",""72_33_913"",""72_33_545"",""72_33_841"",""72_33_563"",""72_33_550"",""72_33_915"",""72_33_817"",""72_33_905"",""72_33_551"",""72_33_564"",""72_33_544"",""72_33_546"",""72_33_556"",""72_33_745"",""72_33_570"",""72_33_910"",""72_33_824"",""72_33_815"",""72_33_100"",""72_33_917"",""72_33_553"",""72_33_935"",""72_33_565"",""72_33_548"",""72_33_916"",""72_33_840"",""72_33_916"",""72_33_552"",""72_33_542"",""72_33_813"",""72_33_666"",""72_33_918"",""72_33_911"",""72_33_814"",""72_33_914"",""72_33_904"",""72_33_940"",""72_33_903"",""72_33_115"",""72_33_566"",""72_33_547"",""72_33_816"",""72_33_555""]","[""L'Isle du confluent du Galostre au confluent du Ratut (Palais)"",""La Dordogne du confluent du [toponyme inconnu] (inclus) au confluent de la Gravouse"",""Le Ciron du confluent de la Grave (Hure) au confluent de la Garonne"",""Le canal de Despartins"",""Le Dropt du confluent de l'Andouille (incluse) au confluent du Ségur (inclus)"",""La Dordogne du confluent de la Durèze au confluent de la Lidoire"",""Le Moron du confluent du Soptier au confluent du Bourdillot (inclus)"",""Le Seignal de sa source au confluent du Moiron"",""L'Isle du confluent de la Barbanne au confluent de la Dordogne"",""Le Lechout"",""La Gravouse"",""Le Moron du confluent de la Marzelle au confluent de la Dordogne"",""L'Isle du confluent du Lavie au confluent de la Saye"",""La Virvée"",""La Dordogne du confluent de la Garvouse au confluent de la Soulège"",""La Lidoire du confluent du Lechout au confluent de la Dordogne"",""La Dordogne du confluent du Barailler au confluent du Seignal"",""Le Moiron"",""La Durèze"",""Le Chalaure"",""La Dordogne du confluent de la Gamage au confluent de l'Engranne"",""La Dordogne du confluent de la Virvée au confluent du Moron"",""Le Meudon"",""L'Isle du confluent du Ratut (Palais) au confluent d"",""Les côtiers de la Pointe de Grave au confluent du Chenal de Richard (inclus)"",""Le Lisos de sa source au confluent du [toponyme inconnu] (inclus)"",""La Dordogne du confluent de la Soulège au confluent de l'Estrop"",""Le Dropt du confluent de la Dourdèze au confluent de l'Andouille"",""La Dordogne du confluent de la Lidoire au confluent de la Gamage"",""La Dordogne du confluent du Seignal au confluent du [toponyme inconnu]"",""La Garonne du confluent du Baqueyron au confluent du Lisos"",""La Barbanne"",""La Dordogne du confluent du Moron au confluent de la Garonne"",""La Soulège"",""La Dordogne du confluent de l'Eyraud au confluent du Barailler"",""Le Ratut (Palais) de sa source au confluent du Gendarme (inclus)"",""L'Isle du confluent du Marais au confluent de la Dronne"",""Le Lisos du confluent du [toponyme inconnu] au confluent de la Garonne"",""Le Moron de sa source au confluent du Soptier"",""Le Ratut (Palais) du confluent du Gendarme au confluent de l'Isle"",""Le Moron du confluent du Bourdillot au confluent de la Marzelle (incluse)"",""La Dordogne du confluent de la Renaudière au confluent de la Virvée"",""La Garonne du confluent du Dropt au confluent de la petite Beuve"",""La Dordogne du confluent du Frayche (inclus) au confluent de la Renaudière (incluse via le bras)"",""La Maqueline"",""La Gamage"",""Le Seignal du confluent du Moiron au confluent de la Dordogne"",""Le Lavie"",""La Dordogne du confluent de l'Estrop au confluent de la Durèze""]","[""crise"",""crise"",""alerte_renforcee"",""alerte"",""crise"",""alerte_renforcee"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""alerte_renforcee"",""crise"",""alerte_renforcee"",""crise"",""crise"",""crise"",""crise"",""crise"",""alerte_renforcee"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""crise"",""alerte_renforcee"",""alerte"",""alerte"",""alerte_renforcee"",""crise"",""crise"",""crise""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29521,21 EB 0359,2021-09-13,2021-09-10,2021-09-13,abroge,17,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29521/09_ap%2021eb359.pdf,null,null,undefined,,,,,,"[6904,6912]","[""SUP"",""SUP""]","[""75_17_1"",""75_17_3""]","[""Bassin du Curé - Sèvre Niortaise"",""Bassin Le Mignon""]","[""alerte"",""alerte""]",,"[[],[]]"
29537,DDTM-SEAFEN-APN°2021-177,2021-09-13,2021-09-13,2021-09-30,abroge,06,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29537/apn%C2%B02021-177_alerte_secheresse_zone_4-5-et-9.pdf,null,null,undefined,24493,2016-55,2016-08-08,,,"[8326,8322,8321]","[""SUP"",""SUP"",""SUP""]","[""93_06_0009"",""93_06_0005"",""93_06_0004""]","[""Zone 9 : Paillon"",""Zone 5 : la Brague"",""Zone 4 : Loup et Cagne""]","[""alerte"",""alerte"",""alerte""]",,"[[],[],[]]"
29523,202108 - MP14 - 1,2021-09-13,2021-09-10,2021-10-31,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29523/20210910_vigilance_mp53_mp14_signe.pdf,null,null,undefined,,,,,,6933,SOU,54_79_MP14,Autizes nappes,vigilance,,[]
29549,1218,2021-09-13,2021-09-10,2021-09-26,abroge,21,,null,null,undefined,22826,188,2012-05-10,,,"[6060,6054,6065,6052]","[""SUP"",""SUP"",""SUP"",""SUP""]","[""26_21_10"",""26_21_04"",""26_21_15"",""26_21_02""]","[""bassin de l'Arroux"",""bassin de la Bèze"",""bassin de l'Ource"",""bassin de la Tille amont""]","[""alerte"",""alerte"",""alerte"",""alerte""]",,"[[],[],[],[]]"
29522,202108 - MP5.3 - 1,2021-09-13,2021-09-10,2021-10-31,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29522/20210910_vigilance_mp53_mp14_signe.pdf,null,null,undefined,,,,,,6942,SUP,54_79_MP5.3,Marais Mouillé Sèvre Niortaise,vigilance,,[]
29527,2021-03-ASSOU,2021-09-14,2021-06-08,2021-09-21,abroge,81,,null,null,undefined,,,,,,5804,SUP,73_81_000007,L'ASSOU (Le Nandou),crise,,[]
29536,202108 - MP7 - 2,2021-09-14,2021-09-13,2021-10-31,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29536/20210914_ap_alerte_mp7.pdf,null,null,undefined,,,,,,6936,SOU,54_79_MP7,Mignon Courance,alerte,,[]
29535,21 EB 0363,2021-09-14,2021-09-13,2021-09-21,abroge,17,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29535/10_ap%2021eb363.pdf,null,null,undefined,,,,,,"[6904,6912]","[""SUP"",""SUP""]","[""75_17_1"",""75_17_3""]","[""Bassin du Curé - Sèvre Niortaise"",""Bassin Le Mignon""]","[""alerte_renforcee"",""alerte""]",,"[[],[]]"
29545,LET211268,2021-09-14,2021-09-14,2021-09-24,abroge,64,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29545/let211268%20mel%20bidouze.pdf,null,null,undefined,28146,64.2020.04.27.008,2020-04-27,,,5501,SUP,75_64_000007,Bassin de la Bidouze de sa source au Moulin de Came,vigilance,,[]
29543,23-2021-09-09-00001,2021-09-15,2021-09-09,2021-10-15,abroge,23,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29543/arr_210909_prorog_vigilance.pdf,null,null,undefined,27029,23-2019-07-02-002,2019-07-02,,,"[5683,5681,5682,5677,5676,5674,5675,5679,5680,5678]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""74_23_010"",""74_23_008"",""74_23_009"",""74_23_004"",""74_23_003"",""74_23_001"",""74_23_002"",""74_23_006"",""74_23_007"",""74_23_005""]","[""L'Allier"",""La Gartempe et ses affluents"",""La Dordogne"",""La Creuse de sa source au ruisseau du Chezalet"",""La Sedelle"",""Le Cher"",""La Tardes"",""La Petite Creuse"",""Le Thaurion, La Maulde et leurs affluents"",""La Creuse du ruisseau du Chezalet à sa confluence avec la Petite Creuse""]","[""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance""]",,"[[],[],[],[],[],[],[],[],[],[]]"
29547,21EB364,2021-09-15,2021-09-14,2021-09-24,abroge,17,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29547/10_ap%2021eb364%20alerte%20antenne%20rouzille.pdf,null,null,undefined,,,,,,"[6914,6906,6913,6911]","[""SUP"",""SUP"",""SUP"",""SUP""]","[""75_17_5"",""75_17_11"",""75_17_4"",""75_17_2""]","[""Bassin de l'Antenne-Rouzille"",""Bassin de l'Arnoult"",""Bassin de la Boutonne aval et moyenne"",""Bassin de la Gères-Devise""]","[""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte""]",,"[[],[],[],[]]"
29540,AP_Restriction-Saintonge-162021091400004,2021-09-15,2021-09-14,2021-09-24,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29540/ap_restriction-saintonge-162021091400004.pdf,null,null,undefined,29055,ACi-Saintonge-AiP-162022032400001,2022-04-01,2023-03-31,,6266,SUP,54_16_1,Bassin de l'Antenne-Soloire,alerte_renforcee,,[]
29546,2021-09-16,2021-09-16,2021-09-16,2021-09-30,abroge,72,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29546/20210916_s%C3%A9cheresse%20bassins%20hydrographiques%20limitation%20usages%20eau.pdf,null,null,undefined,21316,10-2416,2010-04-06,,,"[8093,8092,8078,8085,8084,8081,8089,8079,8086,8087,8095]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""52_72_7"",""52_72_6"",""52_72_1"",""52_72_16"",""52_72_15"",""52_72_12"",""52_72_3"",""52_72_10"",""52_72_17"",""52_72_18"",""52_72_9""]","[""Bassin Affluents de la Sarthe Médiane*"",""Bassin de la Vègre"",""bassin sarthe amont"",""Bassin de l Anille-Veuve-Tusson"",""Bassin de la Braye"",""bassin Vive-Parence"",""Bassin de Vaudelle-Merdereau-Orthe"",""Bassin de la Vaige-Taude-Erve"",""Bassin de l Aune"",""Bassin de l Argance"",""Bassin de la Gee""]","[""alerte"",""vigilance"",""vigilance"",""alerte"",""vigilance"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""vigilance""]","[1200,1199,1194,299,298,295,1196,1195,300,301,1202]","[[],[],[],[],[],[],[],[],[],[],[]]"
29539,AP_Restriction-Karst-162021091400003,2021-09-16,2021-09-14,2021-09-29,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29539/ap_restriction-karst-162021091400003.pdf,null,null,undefined,29055,ACi-Saintonge-AiP-162022032400001,2022-04-01,2023-03-31,,"[6293,6270]","[""SUP"",""SUP""]","[""54_16_9"",""54_16_13""]","[""Bassin de la Bonnieure"",""Bassin de l'Echelle""]","[""alerte_renforcee"",""alerte""]",,"[[],[]]"
29544,2021-09-BAGAS,2021-09-16,2021-06-08,2021-10-31,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29544/210608_arr_bagas%20et%20ses%20affluents.pdf,null,null,undefined,,,,,,5806,SUP,73_81_000009,BAGAS,crise,,[]
29604,35-2021-09-17-00001,2021-09-17,2021-09-17,2021-09-28,abroge,35,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29604/2021_09_17_ddtm_ap20210915_vigilance_alerte-chere.pdf,null,null,undefined,29351,35-2021-06-11-00012,2021-06-11,,,"[6134,6137,6136,6133,6135,6139,6138]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""53_35_0002"",""53_35_0005"",""53_35_0004"",""53_35_0001"",""53_35_0003"",""53_35_0007"",""53_35_0006""]","[""Bassin du Couesnon"",""Bassin de l'Aff"",""Bassin de la Vilaine Nord (Meu )"",""Bassin Côtier"",""Bassin de la Vilaine en amont de Rennes"",""Bassin de la Chere-partie Ille et Vilaine"",""Bassin de la Vilaine Médiane (Seiche)""]","[""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""alerte"",""vigilance""]",,"[[],[],[],[],[],[],[]]"
29552,58-2021-09-15-00002,2021-09-17,2021-09-15,2021-11-30,abroge,58,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29552/ap%2058-2021-09-15-00002%20du%2015_09_21.pdf,null,null,undefined,24623,58-2016-07-07-003 ,2016-07-07,2022-03-01,,"[6084,6074,6069,6078,6079,6083,6072,6071]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""26_58_291"",""26_58_058"",""26_58_012"",""26_58_109"",""26_58_131"",""26_58_260"",""26_58_015"",""26_58_014""]","[""bassin del' IXEURE_CANNE"",""bassin du SAUZAY"",""bassin de la VRILLE"",""bassin du NOHAIN_MAZOU"",""bassin de la NIEVRE"",""bassin de l'ACOLIN_COLATRE"",""bassin du BEUVRON"",""bassin de la DRAGNE""]","[""alerte"",""alerte_renforcee"",""alerte_renforcee"",""vigilance"",""alerte"",""alerte"",""alerte_renforcee"",""vigilance""]","[1148,188,1115,1124,1136,185,186,1119]","[[],[],[],[],[],[],[],[]]"
29554,47-2021-09-17-00001,2021-09-18,2021-09-17,2021-10-01,abroge,47,https://regleau.s3.gra.perf.cloud.ovh.net/arrete-restriction/29554/210917_ap_restrictions_projet-signe-prefet-avec-annexes-num.pdf,null,null,undefined,23386,2014154-0008,2014-06-03,,,"[7795,7794,7799,7792,7812,7801,7802,7776,7806,7810,7813,7804]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""72_47_27"",""72_47_26"",""72_47_30"",""72_47_24"",""72_47_43"",""72_47_32"",""72_47_33"",""72_47_1"",""72_47_38"",""72_47_41"",""72_47_44"",""72_47_35""]","[""Unité Osse"",""Unité Gers"",""Unité Lisos"",""Unité Dropt"",""Unité Séoune"",""Unité Auroue"",""Unité Tolzac"",""Unité Dordogne"",""Unité Gupie"",""Unité Auvignon"",""Unité Garonne aval"",""Unité Baïse""]","[""alerte_renforcee"",""alerte_renforcee"",""crise"",""alerte_renforcee"",""alerte_renforcee"",""crise"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee""]",,"[[],[],[],[],[],[],[],[],[],[],[],[]]"
29548,E-2021-251,2021-09-18,2021-09-17,2021-09-24,abroge,46,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29548/ap_e_2021_251_limitations_usages_eau.pdf,null,null,undefined,,,,,,"[8152,8144,8155,8160,8143,8151,8165,8150,8133,8157,8153,8139,8137,8136,8141,8142,8140,8161,8138,8154]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""76_46_20"",""76_46_12"",""76_46_23"",""76_46_28"",""76_46_11"",""76_46_19"",""76_46_33"",""76_46_18"",""76_46_01"",""76_46_25"",""76_46_21"",""76_46_07"",""76_46_05"",""76_46_04"",""76_46_09"",""76_46_10"",""76_46_08"",""76_46_29"",""76_46_06"",""76_46_22""]","[""Lemboulas"",""Bléou"",""Ouysse"",""Lère"",""Céou"",""Tournefeuille"",""Affluents du Lot"",""Melve - Marcillande - Relinquière"",""Tourmente"",""Alzou"",""Lupte"",""Vert Amont"",""Sourdoire"",""Mamoul"",""Petite Barguelonne"",""Ourajoux"",""Lendou"",""Séoune"",""Grande Barguelonne"",""Aynac""]","[""crise"",""crise"",""alerte"",""alerte_renforcee"",""crise"",""crise"",""alerte_renforcee"",""alerte"",""alerte"",""alerte"",""crise"",""alerte"",""alerte"",""alerte_renforcee"",""alerte"",""crise"",""alerte"",""crise"",""alerte_renforcee"",""alerte""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29550,DDT/SEER/2021-033,2021-09-18,2021-09-16,2021-09-24,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29550/ap_restrictions_signe_16_09_2021.pdf,null,null,undefined,,,,,,"[5417,5570,5418,5462,5614,5621,5481,5421,5480,5601,5615,5613,5453,5622,5419,5611,5477,5620,5452,5605,5478,5457,5571,5606]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""72_24_0807"",""72_24_0803"",""72_24_0808"",""72_24_0801"",""72_24_0504"",""72_24_0702"",""72_24_1004"",""72_24_0805"",""72_24_1003"",""72_24_0302"",""72_24_0505"",""72_24_0503"",""72_24_0901"",""72_24_0703"",""72_24_0809"",""72_24_0501"",""72_24_0906"",""72_24_0701"",""72_24_0810"",""72_24_0401"",""72_24_1001"",""72_24_0905"",""72_24_0804"",""72_24_0402""]","[""Gardonnette"",""Caudeau"",""Conne"",""Lidoire"",""Vern"",""Coly Chironde"",""Dropt amont"",""Estrop"",""Bournègue"",""Belle"",""Crempse"",""Manoire"",""Borrèze"",""Beune"",""Couzeau"",""Beauronne de Chancelade"",""Céou amont"",""Vézère"",""Couze"",""Dronne amont"",""Dropt aval"",""Céou aval"",""Louyre"",""Boulou""]","[""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""crise"",""alerte_renforcee"",""alerte"",""alerte"",""alerte"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""crise"",""alerte"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""crise""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29557,2021-263-002,2021-09-20,2021-09-20,2021-09-20,abroge,04,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29557/ap%20n%C2%B02021-263-002%20du%2020.09.21_alerte_renf_largue.pdf,null,null,undefined,27449,2019-214-009,2019-08-02,,,,,,,,,
29553,AP_2021_DDT_SEB_597,2021-09-20,2021-09-16,2021-10-24,abroge,86,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29553/210916_ap_2021_ddt_597.pdf,null,null,undefined,,,,,,"[6358,6320,6336,6354,6319,6335,6357,6318,6343,6360,6356,6355,6359,6339]","[""SUP"",""SOU"",""SOU"",""SUP"",""SOU"",""SOU"",""SUP"",""SOU"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SOU""]","[""54_86_7"",""54_86_13"",""54_86_4"",""54_86_3"",""54_86_12"",""54_86_3"",""54_86_6"",""54_86_11"",""54_86_10"",""54_86_9"",""54_86_5"",""54_86_4"",""54_86_8"",""54_86_7""]","[""Bassin_Clain_Clouere_ROZEAU"",""Bassin_Clain_VILLIERS_Supra"",""Bassin_Clain_CHABOURNAY_PUZE_Supra"",""Bassin_Clain_Amont_PETIT_ALLIER"",""Bassin_Clain_VALLEE_MOREAU_Supra"",""Bassin_Clain_CAGNOCHE_Supra"",""Bassin_Clain_Boivre_RIBALIERE"",""Bassin_Clain_SARZEC_Supra"",""Bassin_Clain_Vonne_PONT_DE_CLOUE"",""Bassin_Clain_Pallu_PONT_SAINT_CYPRIEN"",""Bassin_Clain_Aval_PONT_SAINT_CYPRIEN"",""Bassin_Clain_Auxances_ROCHECOURBE"",""Bassin_Clain_Dive_du_Sud_NEUIL"",""Bassin_Clain_LOURDINES_Supra""]","[""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""alerte"",""alerte_renforcee"",""alerte"",""crise"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29566,DDT_SEN_B161,2021-09-20,2021-09-20,2021-10-31,abroge,69,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29566/20210920_ap_ddt_sen_b161_signe.pdf,null,null,undefined,22421,DDT-SEN-2015-07-09-01 (2015-B42),2015-07-09,2022-03-31,,7720,SUP,82_69_000006,ZONE 6,vigilance,,[]
29555,DDTM/SER/2021263-0001,2021-09-20,2021-09-20,2021-10-31,abroge,66,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29555/2021_09_20_ap_mesures_restrictions_usages_eau.pdf,null,null,undefined,22292,2010320-0029,2010-11-16,,,"[8412,8439,8436,8418,8438,8414,8415,8434,8416,8419,8417,8413,8435,8437]","[""SUP"",""SOU"",""SOU"",""SUP"",""SOU"",""SUP"",""SUP"",""SOU"",""SUP"",""SUP"",""SUP"",""SUP"",""SOU"",""SOU""]","[""76_66_0001"",""76_66_06"",""76_66_03"",""76_66_0007"",""76_66_05"",""76_66_0003"",""76_66_0004"",""76_66_01"",""76_66_0005"",""76_66_0008"",""76_66_0006"",""76_66_0002"",""76_66_02"",""76_66_04""]","[""Agly Amont"",""secteur Tech (nappes Roussillon)"",""secteur Têt (nappes Roussillon)"",""Tech aval"",""secteur Cote sud (nappes Roussillon)"",""Aude Amont"",""Têt Amont Vinça"",""secteur Salanque (nappes Roussillon)"",""Têt Aval"",""Segre Carol"",""Tech amont"",""Agly Aval"",""secteur Cote nord (nappes Roussillon)"",""secteur Aspres (nappes Roussillon)""]","[""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""vigilance"",""alerte_renforcee"",""vigilance"",""alerte_renforcee"",""vigilance"",""vigilance"",""alerte"",""alerte_renforcee"",""alerte"",""alerte""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
29556,2021-263-002,2021-09-20,2021-09-20,2021-10-31,abroge,04,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/29556/ap%20n%C2%B02021-263-002%20du%2020.09.21_alerte_renf_largue.pdf,null,null,undefined,27449,2019-214-009,2019-08-02,,,8300,SUP,93_04_0005,Bassin versant du Largue,alerte_renforcee,,[]
